policy_id,source_order,source_role,source_path,source_url,file_type,bytes,sha256,signature_status,retrieved_at,reviewed_at
POL_SEOUL_RESTART_2026,2,supporting,data/raw_re/policy/seoul_fund/2026/소상공인 종합지원 사업/소상공인_종합지원_사업.md,https://news.seoul.go.kr/economy/archives/573571,md,5006,2fb22ee03b20c0c3f3034440e4cb59c73a9d19361607ed7a0d66624434a8e17d,valid,2026-08-15,2026-08-15T23:59:00+09:00
POL_SEOUL_RESTART_2026,3,supporting,data/raw_re/policy/seoul_fund/2026/2026년도 서울특별시 중소기업육성자금 융자지원 변경계획 공고/2026년_중소기업육성자금_융자지원_변경계획_공고.md,https://news.seoul.go.kr/economy/archives/573571,md,22981,f9ff4bb1f840fb468e10240d25084dee7018b31a84895daa812ae313d0856419,valid,2026-08-15,2026-08-15T23:59:00+09:00
POL_SEMAS_REFINANCE_2026,1,primary,data/raw_re/policy/selected/2026-08-15/POL_SEMAS_POLICY_LOANS_2026_CHANGE4/official_page.html,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000124909,html,90975,661ce77f1ea28d080e32abf0c31f98365226595ccf4eb0b097d794752955fd05,valid,2026-08-15,2026-08-15T23:59:00+09:00
POL_SEMAS_REFINANCE_2026,2,supporting,data/raw_re/policy/selected/2026-08-15/POL_SEMAS_POLICY_LOANS_2026_CHANGE4/2026년 소상공인 정책자금 융자사업 4차변경 공고.md,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000124909,md,45865,cd711f081160e4a8885f64eaa52f35b45e25b981cac67eb05c45bbeb950c7379,valid,2026-08-15,2026-08-17T12:30:00+09:00
POL_SEMAS_REFINANCE_2026,3,supporting,data/raw_re/policy/semas/정책자금 한눈에 보기.md,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000124909,md,5424,e7e1bdb4366f34a0d8d5e7aa3406db7f2c8f19b0b3477eafd80ee912d90a0351,valid,2026-08-15,2026-08-15T23:59:00+09:00
POL_SEMAS_REFINANCE_2026,4,supporting,data/raw_re/policy/semas/정책자금_지원_제외업종.md,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000124909,md,4763,277dd1e71325daeddb3fb4b3259a27035265ad686b6b39ff75ee7c93d8a2fb62,valid,2026-08-15,2026-08-15T23:59:00+09:00
POL_SEMAS_RECHALLENGE_2026,1,primary,data/raw_re/policy/selected/2026-08-15/POL_SEMAS_POLICY_LOANS_2026_CHANGE4/official_page.html,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000124909,html,90975,661ce77f1ea28d080e32abf0c31f98365226595ccf4eb0b097d794752955fd05,valid,2026-08-15,2026-08-15T23:59:00+09:00
POL_SEMAS_RECHALLENGE_2026,2,supporting,data/raw_re/policy/selected/2026-08-15/POL_SEMAS_POLICY_LOANS_2026_CHANGE4/2026년 소상공인 정책자금 융자사업 4차변경 공고.md,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000124909,md,45865,cd711f081160e4a8885f64eaa52f35b45e25b981cac67eb05c45bbeb950c7379,valid,2026-08-15,2026-08-17T12:30:00+09:00
POL_SEMAS_RECHALLENGE_2026,3,supporting,data/raw_re/policy/semas/정책자금 한눈에 보기.md,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000124909,md,5424,e7e1bdb4366f34a0d8d5e7aa3406db7f2c8f19b0b3477eafd80ee912d90a0351,valid,2026-08-15,2026-08-15T23:59:00+09:00
POL_SEMAS_RECHALLENGE_2026,4,supporting,data/raw_re/policy/semas/정책자금_지원_제외업종.md,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000124909,md,4763,277dd1e71325daeddb3fb4b3259a27035265ad686b6b39ff75ee7c93d8a2fb62,valid,2026-08-15,2026-08-15T23:59:00+09:00
POL_SEMAS_STABILITY_VOUCHER_2026,1,primary,data/raw_re/policy/selected/2026-08-15/POL_SEMAS_STABILITY_VOUCHER_2026/official_page.html,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117908,html,97728,bb0db8279bb974d9c86b4b0006dacf16474341a4834f98656c295874c0d76c77,valid,2026-08-15,2026-08-15T23:59:00+09:00
POL_SEMAS_STABILITY_VOUCHER_2026,2,supporting,data/raw_re/policy/selected/2026-08-15/POL_SEMAS_STABILITY_VOUCHER_2026/2026년 소상공인 경영안정 바우처 지원사업 공고.md,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117908,md,30364,23143bfb691822eef5643223796f0cd46199f4bb3f86a3f7d963ca9a54935e51,valid,2026-08-15,2026-08-17T12:30:00+09:00
